;index;type;name;geometry_name;lon;lat;geometry;K_distance;distance_to_center;normalize_name;okato;prc_children_1_6;region_average_age;count_nearest_postamats;count_nearest_pvz;count_nearest_pvz_shop;food_delivery;velo_parking;digitalization;digitalization_without_postamat;covering_postamats;count_nearest_metro;count_nearest_ngpt;count_nearest_auto_parking;transportization;level_working_region;level_sleeping_region;count_house_flat;population_house_flat;population_house_square;population_house_living_square;count_nearest_postamats_x2;count_nearest_postamats_x3;level_sleep_work_region;region_population;average_salary;average_employees;prc_employees_small_businesses;count_small_enterprises;investments;price_metr_housing;cost_apartment;rating_ecology;entertainment_infrastructure;house_infrastructure_rating;prc_xenophobic;area_per_human_region;population_density_region;population_region;prc_people_higher_education;death_rate;total_fertility_rate;prc_children_5_18;migration_population_growth;natural_population_growth;budget_expenditures;budget_revenues
387;234;Hexagon_7;8711aa783ffffff;8611aa787ffffff;37.63871985958616;55.703192169376926;POLYGON ((37.619429684477545 55.697873720533565, 37.6361357800026 55.69047958588639, 37.65542731892241 55.69579529805158, 37.65801809341456 55.70850836762482, 37.64130558836811 55.715904538678735, 37.62200871859449 55.7105856029167, 37.619429684477545 55.697873720533565));1.36437;5.787263311585249;даниловский;45296559000;6.69;41.7;46;19;74;6;5;1.4369077956725258;1.076907795672526;65;9;82;46;0.8411360002489778;89892;29082;9747;31192;31448;25387;230;495;0.3235215592043786;93400;99175;58801;39.62;917;578763;205429;41185;7;85;36;11.48;17.4;7414;93400;48.47;9.7;6.4;12.1;7.7;-3.3;22817;23881
388;244;Hexagon_7;8711aa78effffff;8611aa78fffffff;37.6606105216444;55.721221222067605;POLYGON ((37.64130558836811 55.715904538678735, 37.65801809341456 55.70850836762482, 37.677324386632435 55.713822312224394, 37.67992351909266 55.72653565002874, 37.663204605185186 55.73393386005524, 37.64389296791722 55.728616692467604, 37.64130558836811 55.715904538678735));1.36437;4.445445279785146;даниловский;45296559000;6.69;41.7;78;19;66;8;12;1.764916107692986;1.1544813250842907;97;13;113;92;1.272046889527759;157155;48601;30558;97811;96465;76298;261;441;0.3092551939168337;93400;99175;58801;39.62;917;578763;205429;41185;7;85;36;11.48;17.4;7414;93400;48.47;9.7;6.4;12.1;7.7;-3.3;22817;23881
1015;140;Hexagon_7;8711aa681ffffff;8611aa687ffffff;37.87688533923717;55.708530032460786;POLYGON ((37.8575240658125 55.703243412480106, 37.874222371536014 55.69581015649071, 37.89358495392346 55.70109402748665, 37.89625465572803 55.71381437105543, 37.87955000736032 55.721249688568626, 37.86018200001959 55.71596260014753, 37.8575240658125 55.703243412480106));1.36437;16.883303452074284;косино-ухтомский;45263573000;9.85;34.1;43;16;11;6;8;1.4241197783461208;1.087598039215686;59;4;71;35;0.5537950640145342;12778;29084;18252;58410;50582;44513;218;454;2.2760995460948505;81200;64895;1215;64.14;133;26;138365;25385;31;42;60;20.5;18.4;5421;81200;54.08;4.5;12.9;15.33;13.2;8.4;24009;30301
1016;143;Hexagon_7;8711aa685ffffff;8611aa687ffffff;37.840822039913064;55.710673231604915;POLYGON ((37.82147012644445 55.70538158599929, 37.8381708348642 55.69795451417129, 37.8575240658125 55.703243412480106, 37.86018200001959 55.71596260014753, 37.84347493786472 55.72339172974996, 37.82411629543383 55.71809961306957, 37.82147012644445 55.70538158599929));1.36437;14.657507234508941;косино-ухтомский;45263573000;9.85;34.1;44;16;18;6;13;1.5242252770673483;1.179877450980392;60;4;71;63;0.6396846345666813;27328;54400;23222;74314;60704;52957;191;510;1.990632318501171;81200;64895;1215;64.14;133;26;138365;25385;31;42;60;20.5;18.4;5421;81200;54.08;4.5;12.9;15.33;13.2;8.4;24009;30301
1017;145;Hexagon_7;8711aa688ffffff;8611aa68fffffff;37.93501742023338;55.72437619184956;POLYGON ((37.91563201586806 55.719096425205095, 37.93233423596374 55.711654918472526, 37.95172093676281 55.716931932344515, 37.95441086939319 55.72965366792755, 37.93770231864742 55.737097242500774, 37.918310166095125 55.73181701280662, 37.91563201586806 55.719096425205095));1.36437;20.025476937962463;косино-ухтомский;45263573000;9.85;34.1;4;2;0;2;0;0.6726768968456946;0.6413725490196076;6;2;2;0;0.0920418516169943;9189;39254;0;0;0;0;99;288;4.2718467733159216;81200;64895;1215;64.14;133;26;138365;25385;31;42;60;20.5;18.4;5421;81200;54.08;4.5;12.9;15.33;13.2;8.4;24009;30301
1018;164;Hexagon_7;8711aa6aaffffff;8611aa6afffffff;37.862841631695886;55.72868156757465;POLYGON ((37.84347493786472 55.72339172974996, 37.86018200001959 55.71596260014753, 37.87955000736032 55.721249688568626, 37.88221637752318 55.73396912348333, 37.86550296245653 55.74140031343108, 37.84612953032977 55.73611000727658, 37.84347493786472 55.72339172974996));1.36437;15.476846626088014;косино-ухтомский;45263573000;9.85;34.1;43;16;9;4;12;1.418825660699062;1.0823039215686272;59;2;51;27;0.36673140738608295;4320;12380;19781;63300;53786;52810;227;449;2.865740740740741;81200;64895;1215;64.14;133;26;138365;25385;31;42;60;20.5;18.4;5421;81200;54.08;4.5;12.9;15.33;13.2;8.4;24009;30301
1815;238;Hexagon_7;8711aa788ffffff;8611aa78fffffff;37.68252431141179;55.739248770434614;POLYGON ((37.663204605185186 55.73393386005524, 37.67992351909266 55.72653565002874, 37.69924458137545 55.731847819506385, 37.701852087259226 55.74456142054823, 37.68512676516964 55.75196167211688, 37.66580034561224 55.74664628026307, 37.663204605185186 55.73393386005524));1.36437;4.228122332072933;таганский;45286580000;6.2;41.9;81;27;71;10;19;2.028828957256126;1.394915913777865;108;9;132;103;1.2117657585459696;60881;22329;35954;115074;109257;89235;217;472;0.3667646720651763;120500;106915;73885;33.04;666;268013;221993;42105;12;96;93;14.49;20.8;15099;120500;57.05;9.6;10.4;10.94;8.9;0.8;25695;24871
1816;242;Hexagon_7;8711aa78cffffff;8611aa78fffffff;37.64648199980426;55.74132862941942;POLYGON ((37.62717172707704 55.73600872264398, 37.64389296791722 55.728616692467604, 37.663204605185186 55.73393386005524, 37.66580034561224 55.74664628026307, 37.64907268560192 55.754040348210054, 37.62975570457712 55.74871995734089, 37.62717172707704 55.73600872264398));1.36437;2.163589426054064;таганский;45286580000;6.2;41.9;62;35;92;16;19;2.233711736454762;1.748494345150414;97;17;150;106;1.628292245507701;289700;72456;24002;77069;112209;76515;243;474;0.25010700724887813;120500;106915;73885;33.04;666;268013;221993;42105;12;96;93;14.49;20.8;15099;120500;57.05;9.6;10.4;10.94;8.9;0.8;25695;24871
2546;232;Hexagon_7;8711aa781ffffff;8611aa787ffffff;37.62458939893891;55.72329727072804;POLYGON ((37.60529389757446 55.717975597891744, 37.62200871859449 55.7105856029167, 37.64130558836811 55.715904538678735, 37.64389296791722 55.728616692467604, 37.62717172707704 55.73600872264398, 37.60786952675514 55.73068656299371, 37.60529389757446 55.717975597891744));1.36437;3.4448919754187863;замоскворечье;45286560000;5.81;40.7;65;22;69;13;15;1.8403535214986044;1.3316578693246914;87;14;114;68;1.2444481834344159;169036;32338;27128;86941;95608;75137;216;457;0.1913083603492747;58200;105825;144001;20.58;1353;808290;338563;50000;2;100;87;7.31;20.4;13573;58200;62.85;6.3;8.9;11.75;11.1;2.6;43028;47592
3094;146;Hexagon_7;8711aa68affffff;8611aa68fffffff;37.949032721225244;55.704209974411945;POLYGON ((37.929652764209166 55.69893342370218, 37.946346221148715 55.69148779546295, 37.96572747006944 55.69676159382586, 37.96842071409916 55.70948423509394, 37.95172093676281 55.716931932344515, 37.93233423596374 55.711654918472526, 37.929652764209166 55.69893342370218));1.36437;21.370899928796298;некрасовка;45290574000;4.07;36.1;35;15;3;17;8;1.1851658668112668;0.911252823333006;50;1;40;20;0.26008146243352487;8591;38861;9557;30582;27074;23576;106;232;4.523454778256315;55100;67623;1756;29.66;75;28;109375;23201;30;0;28;21.14;34.4;11340;55100;36.63;5.3;15.0;5.92;80.9;9.7;17797;16688
3095;149;Hexagon_7;8711aa68effffff;8611aa68fffffff;37.912955575207164;55.70637561583339;POLYGON ((37.89358495392346 55.70109402748665, 37.910280842487715 55.6936545860235, 37.929652764209166 55.69893342370218, 37.93233423596374 55.711654918472526, 37.91563201586806 55.719096425205095, 37.89625465572803 55.71381437105543, 37.89358495392346 55.70109402748665));1.36437;19.1224235305393;некрасовка;45290574000;4.07;36.1;74;20;20;15;7;1.6050646306646346;1.0259341958820256;94;3;51;48;0.47325384845808816;11794;49934;27265;87248;70525;61517;194;391;4.233847719179244;55100;67623;1756;29.66;75;28;109375;23201;30;0;28;21.14;34.4;11340;55100;36.63;5.3;15.0;5.92;80.9;9.7;17797;16688
3096;153;Hexagon_7;8711aa699ffffff;8611aa69fffffff;37.96303594444371;55.68403873191814;POLYGON ((37.943661434903504 55.67876539683057, 37.960346135589745 55.67131565070442, 37.97972193251529 55.67658623387175, 37.98241848091639 55.68930977751816, 37.96572747006944 55.69676159382586, 37.946346221148715 55.69148779546295, 37.943661434903504 55.67876539683057));1.36437;22.892298905755144;некрасовка;45290574000;4.07;36.1;3;0;0;0;0;0.25399579008492407;0.23051752921535884;3;1;0;0;0.042105263157894736;5778;26139;0;0;0;0;77;173;4.523883696780893;55100;67623;1756;29.66;75;28;109375;23201;30;0;28;21.14;34.4;11340;55100;36.63;5.3;15.0;5.92;80.9;9.7;17797;16688
3097;155;Hexagon_7;8711aa69dffffff;8611aa69fffffff;37.92697300334248;55.68621170887112;POLYGON ((37.90760781608704 55.6809333371075, 37.92429495173848 55.67348977531188, 37.943661434903504 55.67876539683057, 37.946346221148715 55.69148779546295, 37.929652764209166 55.69893342370218, 37.910280842487715 55.6936545860235, 37.90760781608704 55.6809333371075));1.36437;20.685991207538166;некрасовка;45290574000;4.07;36.1;33;9;5;4;14;0.8931901634864586;0.6349292939212412;42;2;25;13;0.22197939319434665;8591;38861;7957;25462;19370;18002;180;320;4.523454778256315;55100;67623;1756;29.66;75;28;109375;23201;30;0;28;21.14;34.4;11340;55100;36.63;5.3;15.0;5.92;80.9;9.7;17797;16688
3577;191;Hexagon_7;8711aa710ffffff;8611aa717ffffff;37.510019939301905;55.78765654235661;POLYGON ((37.490727441786284 55.78231522976484, 37.507473047391684 55.77495003768058, 37.52676694413106 55.78028861547951, 37.529320537976375 55.79299561104867, 37.512568459660095 55.80036282713844, 37.49326926048486 55.79502102281719, 37.490727441786284 55.78231522976484));1.36437;7.879036338823488;хорошёвский;45277598000;7.9;39.4;52;26;38;17;26;1.9827251230026743;1.5757686012635437;78;10;94;98;1.0897384176680893;107916;47161;39124;125210;143848;114367;207;413;0.43701582712480075;69400;101005;65857;21.98;642;176877;223390;43353;58;68;82;7.4;32.3;7199;69400;65.78;8.6;11.6;15.55;15.2;3.0;17905;18996
3578;193;Hexagon_7;8711aa712ffffff;8611aa717ffffff;37.5242149817302;55.76758140039851;POLYGON ((37.504927782379134 55.76224331443022, 37.52166464922095 55.75487396712601, 37.54095324315104 55.76020931868788, 37.54351027332036 55.77291724295512, 37.52676694413106 55.78028861547951, 37.507473047391684 55.77495003768058, 37.504927782379134 55.76224331443022));1.36437;6.232824504908366;хорошёвский;45277598000;7.9;39.4;29;16;39;10;3;1.2522594367281643;1.0253029149890338;45;12;91;36;0.9720179069523169;63201;32241;19005;60818;58573;47724;159;425;0.5101343333175108;69400;101005;65857;21.98;642;176877;223390;43353;58;68;82;7.4;32.3;7199;69400;65.78;8.6;11.6;15.55;15.2;3.0;17905;18996
4758;134;Hexagon_7;8711aa632ffffff;8611aa637ffffff;37.69033666333072;55.77738681401013;POLYGON ((37.670996803436125 55.772070462041015, 37.68773088194801 55.764674353750415, 37.70707209859917 55.769987962300654, 37.709684607229974 55.78270090036006, 37.692944110903554 55.790099051571005, 37.67359752399346 55.78478222096196, 37.670996803436125 55.772070462041015));1.36437;5.084228170085744;басманный;45286555000;5.73;41.0;69;30;82;12;18;2.0663031523126776;1.5263031523126778;99;9;112;83;1.0721028122823877;119984;40722;29719;95135;96027;75203;229;452;0.33939525270036003;110100;89063;200867;24.25;1425;843855;247806;43636;18;97;91;8.29;21.5;13160;110100;59.09;7.2;10.3;10.94;13.7;3.1;21625;25829
4759;243;Hexagon_7;8711aa78dffffff;8611aa78fffffff;37.668397744502784;55.75935848136653;POLYGON ((37.64907268560192 55.754040348210054, 37.66580034561224 55.74664628026307, 37.68512676516964 55.75196167211688, 37.68773088194801 55.764674353750415, 37.670996803436125 55.772070462041015, 37.65166502688497 55.766751847515486, 37.64907268560192 55.754040348210054));1.36437;3.056176504403498;басманный;45286555000;5.73;41.0;44;31;67;14;16;1.8266313705564972;1.4822835444695406;75;14;122;57;1.2420311533508914;136321;45317;23469;75182;94430;65686;238;500;0.3324286060108127;110100;89063;200867;24.25;1425;843855;247806;43636;18;97;91;8.29;21.5;13160;110100;59.09;7.2;10.3;10.94;13.7;3.1;21625;25829
5801;138;Hexagon_7;8711aa636ffffff;8611aa637ffffff;37.65425902523008;55.77946312601162;POLYGON ((37.634928613945696 55.774141769783405, 37.65166502688497 55.766751847515486, 37.670996803436125 55.772070462041015, 37.67359752399346 55.78478222096196, 37.65685468221594 55.792174182374495, 37.63751754896055 55.786852344882, 37.634928613945696 55.774141769783405));1.36437;3.521601866390188;красносельский;45286565000;5.05;41.2;56;35;91;13;25;2.1490121625698984;1.7107512930046807;91;16;115;122;1.4982185441799487;208377;48974;21763;69677;76355;60017;198;449;0.23502593856327714;48500;133120;136567;16.32;1366;1135619;234155;46250;4;95;80;8.53;19.0;9785;48500;55.3;7.1;11.0;10.71;8.0;3.9;15296;18397
5802;269;Hexagon_7;8711aa7abffffff;8611aa7afffffff;37.632341333009265;55.7614309734952;POLYGON ((37.613025721134186 55.75610784304071, 37.62975570457712 55.74871995734089, 37.64907268560192 55.754040348210054, 37.65166502688497 55.766751847515486, 37.634928613945696 55.774141769783405, 37.615606289465845 55.7688181553396, 37.613025721134186 55.75610784304071));1.36437;1.0950577506431787;красносельский;45286565000;5.05;41.2;34;43;102;26;42;2.6101960926636747;2.3441091361419355;77;19;100;126;1.5780693325449036;320403;43467;16961;54367;97209;62194;184;490;0.13566352374977764;48500;133120;136567;16.32;1366;1135619;234155;46250;4;95;80;8.53;19.0;9785;48500;55.3;7.1;11.0;10.71;8.0;3.9;15296;18397
6266;192;Hexagon_7;8711aa711ffffff;8611aa717ffffff;37.53187576482094;55.805702385785615;POLYGON ((37.512568459660095 55.80036282713844, 37.529320537976375 55.79299561104867, 37.548629238530424 55.798332432779986, 37.55119117668784 55.811039695695854, 37.534432626221474 55.818408938370034, 37.515118610018455 55.81306889070631, 37.512568459660095 55.80036282713844));1.36437;7.995692578611692;аэропорт;45277553000;5.78;41.8;64;26;54;12;38;2.0278141460547348;1.5269445808373432;90;9;69;69;0.8607845330304104;70068;21133;38280;122523;136127;106780;219;495;0.30160701033281956;79100;112834;19258;44.39;475;12399;220806;38095;28;76;92;13.16;22.1;17313;79100;64.28;9.5;6.7;10.91;15.2;-2.8;18840;20139
6974;264;Hexagon_7;8711aa7a5ffffff;8611aa7a7ffffff;37.502384142716004;55.74953637392538;POLYGON ((37.48311172291468 55.74419654214166, 37.49984212685588 55.73682921748599, 37.51911594505244 55.74216631698244, 37.52166464922095 55.75487396712601, 37.504927782379134 55.76224331443022, 37.48564867454594 55.75690298810772, 37.48311172291468 55.74419654214166));1.36437;7.440948725969219;филёвский парк;45268595000;4.91;40.2;48;12;121;8;8;1.606769231754544;1.2311170578415005;60;10;69;34;0.795527832998121;46925;24391;24895;79690;76700;63932;140;283;0.519786893979755;92500;78630;30047;32.86;426;12310;216321;40000;96;52;57;14.86;16.6;9640;92500;33.26;7.3;7.5;8.59;21.3;0.2;22246;26615
7579;144;Hexagon_7;8711aa686ffffff;8611aa687ffffff;37.832873497042556;55.672516426758094;POLYGON ((37.8135417431051 55.667226200078616, 37.830227361058654 55.659797059438404, 37.84956043188528 55.66508454134042, 37.85221328335544 55.677804381746085, 37.83552132110957 55.68523557877903, 37.81618285188314 55.679944878174425, 37.8135417431051 55.667226200078616));1.36437;16.144027396973918;люблино;45290568000;6.99;39.1;16;5;5;2;0;0.5711453267523166;0.4459279354479687;21;1;12;2;0.09522818429027703;7173;13510;4226;13523;15532;13451;145;322;1.8834518332636274;171850;58600;8032;54.71;236;337;145418;32000;20;35;61;17.83;17.3;9876;171850;38.84;9.6;12.9;13.0;8.3;3.3;31702;32537
7580;170;Hexagon_7;8711aa6b1ffffff;8611aa6b7ffffff;37.796852419178286;55.67465190714273;POLYGON ((37.77753002238423 55.66935666873668, 37.79421802093872 55.66193370475978, 37.8135417431051 55.667226200078616, 37.81618285188314 55.679944878174425, 37.799488498003086 55.687369894795104, 37.780159390876385 55.682074179837755, 37.77753002238423 55.66935666873668));1.36437;14.179877539991384;люблино;45290568000;6.99;39.1;17;4;8;0;4;0.5837263156696226;0.45068283740875303;21;2;41;16;0.2938324495917153;14907;23427;10991;35171;26734;25680;126;450;1.571543570134836;171850;58600;8032;54.71;236;337;145418;32000;20;35;61;17.83;17.3;9876;171850;38.84;9.6;12.9;13.0;8.3;3.3;31702;32537
7581;174;Hexagon_7;8711aa6b5ffffff;8611aa6b7ffffff;37.7608383237983;55.67677619877231;POLYGON ((37.74152529614485 55.67147595465094, 37.758215660883465 55.66405916600777, 37.77753002238423 55.66935666873668, 37.780159390876385 55.682074179837755, 37.763462659800794 55.689493017372165, 37.74414292678439 55.684192294076546, 37.74152529614485 55.67147595465094));1.36437;12.325068862625423;люблино;45290568000;6.99;39.1;57;26;33;5;5;1.481794303734414;1.0357073472126745;83;4;115;55;0.7874339138925739;18119;28567;50675;162163;132664;122914;227;460;1.576632264473757;171850;58600;8032;54.71;236;337;145418;32000;20;35;61;17.83;17.3;9876;171850;38.84;9.6;12.9;13.0;8.3;3.3;31702;32537
8426;9;Hexagon_7;871181b4cffffff;861181b4fffffff;37.74512738709787;55.600470836191974;POLYGON ((37.72585449641064 55.5951734869589, 37.742514729420996 55.58775254632612, 37.761788952660716 55.59304715918077, 37.76440828873659 55.6057659330535, 37.74774170836147 55.61318891986097, 37.72846213949209 55.6078910857868, 37.72585449641064 55.5951734869589));1.36437;18.818870948226987;орехово-борисово южное;45296579000;4.93;40.5;68;20;9;3;19;1.3295622481771976;0.7973883351337194;88;3;56;36;0.45602234576017997;6480;18192;26297;84150;67008;45700;195;279;2.8074074074074074;147700;59554;2757;51.13;104;25161;145800;30189;46;26;70;22.56;14.5;21284;147700;39.47;7.0;7.0;8.73;13.4;0.0;22602;26500
8427;20;Hexagon_7;871181b6affffff;861181b6fffffff;37.709190585676986;55.60259100060522;POLYGON ((37.68992704627678 55.597288667357276, 37.706589616042 55.58987388839464, 37.72585449641064 55.5951734869589, 37.72846213949209 55.6078910857868, 37.711793211443485 55.615307907176216, 37.69252299882209 55.61000508647751, 37.68992704627678 55.597288667357276));1.36437;17.77116667187435;орехово-борисово южное;45296579000;4.93;40.5;57;19;24;6;19;1.3649948994985959;0.9189079429768566;76;5;71;35;0.5959003271724289;23417;41340;30248;96793;72231;54993;220;454;1.765384122645941;147700;59554;2757;51.13;104;25161;145800;30189;46;26;70;22.56;14.5;21284;147700;39.47;7.0;7.0;8.73;13.4;0.0;22602;26500
9289;205;Hexagon_7;8711aa720ffffff;8611aa727ffffff;37.41701971882111;55.86989701361118;POLYGON ((37.397715595168904 55.86453781434282, 37.41449847111971 55.857195467473694, 37.43380402117613 55.86255193216555, 37.436331982771605 55.87525397140805, 37.419542581545926 55.88259833360978, 37.400231744298836 55.87723864039883, 37.397715595168904 55.86453781434282));1.36437;18.13750032818936;северное тушино;45283573000;5.82;40.6;44;10;12;10;5;1.0248888830773653;0.6805410569904088;54;2;46;26;0.34408560947049416;10856;23963;12823;41035;32612;30564;240;508;2.2073507737656595;165000;67247;4024;53.84;132;1294;157505;32000;102;41;76;22.23;15.7;17581;165000;44.63;7.8;9.4;13.0;10.4;1.6;30294;33885
9290;207;Hexagon_7;8711aa722ffffff;8611aa727ffffff;37.431277677625886;55.849849667165216;POLYGON ((37.41197883690115 55.844493696513815, 37.42875295057777 55.83714717772407, 37.44805321301367 55.84250041417809, 37.450584649688864 55.855203396822645, 37.43380402117613 55.86255193216555, 37.41449847111971 55.857195467473694, 37.41197883690115 55.844493696513815));1.36437;15.952349160283045;северное тушино;45283573000;5.82;40.6;102;28;30;13;42;2.330051926555626;1.5317910569904087;130;3;107;96;0.839770220695504;25503;50440;59676;190977;149638;127601;203;430;1.9778065325647962;165000;67247;4024;53.84;132;1294;157505;32000;102;41;76;22.23;15.7;17581;165000;44.63;7.8;9.4;13.0;10.4;1.6;30294;33885
9291;208;Hexagon_7;8711aa723ffffff;8611aa727ffffff;37.453117707428255;55.86790615409033;POLYGON ((37.43380402117613 55.86255193216555, 37.450584649688864 55.855203396822645, 37.4698997538429 55.86055488241862, 37.47243953062864 55.87325813017876, 37.4556523877795 55.88060868466363, 37.436331982771605 55.87525397140805, 37.43380402117613 55.86255193216555));1.36437;16.451756011418937;северное тушино;45283573000;5.82;40.6;43;15;22;4;25;1.2519647569051573;0.9154430177747226;58;5;74;54;0.6659295237131931;27169;51005;27163;86970;71298;58343;286;511;1.8773234200743494;165000;67247;4024;53.84;132;1294;157505;32000;102;41;76;22.23;15.7;17581;165000;44.63;7.8;9.4;13.0;10.4;1.6;30294;33885
9292;211;Hexagon_7;8711aa726ffffff;8611aa727ffffff;37.395201056499644;55.851836763082765;POLYGON ((37.3759117765499 55.846475822059624, 37.3926881267551 55.83913548793471, 37.41197883690115 55.844493696513815, 37.41449847111971 55.857195467473694, 37.397715595168904 55.86453781434282, 37.37841961104911 55.85917637667159, 37.3759117765499 55.846475822059624));1.36437;17.834553478438092;северное тушино;45283573000;5.82;40.6;23;13;54;3;9;1.0287763511080559;0.8487763511080558;36;4;53;22;0.4434358356901938;6336;7446;16533;52909;46887;41814;225;478;1.175189393939394;165000;67247;4024;53.84;132;1294;157505;32000;102;41;76;22.23;15.7;17581;165000;44.63;7.8;9.4;13.0;10.4;1.6;30294;33885
9867;267;Hexagon_7;8711aa7a9ffffff;8611aa7afffffff;37.61818850731774;55.78152824739146;POLYGON ((37.59886755660652 55.77620189296571, 37.615606289465845 55.7688181553396, 37.634928613945696 55.774141769783405, 37.63751754896055 55.786852344882, 37.62077237626144 55.794238117873334, 37.601444708637075 55.78891127956213, 37.59886755660652 55.77620189296571));1.36437;3.0512681993932893;мещанский;45286570000;4.96;44.9;54;43;71;17;34;2.2401514957438304;1.8175428000916563;97;18;166;92;1.6901033257991604;255710;36545;36510;116874;143182;106545;189;457;0.14291580305815182;60400;104199;184394;13.69;1221;1783100;244531;45273;9;98;86;10.02;23.0;13213;60400;60.03;9.4;9.9;8.98;9.7;0.5;17126;19335
11611;260;Hexagon_7;8711aa7a1ffffff;8611aa7a7ffffff;37.53839784586434;55.747501176611934;POLYGON ((37.51911594505244 55.74216631698244, 37.53584407990681 55.73479281804828, 37.55512737066296 55.74012494365868, 37.5576878300067 55.75283379331932, 37.54095324315104 55.76020931868788, 37.52166464922095 55.75487396712601, 37.51911594505244 55.74216631698244));1.36437;5.214823755413864;пресненский;45286575000;6.22;42.6;41;15;32;14;11;1.3003165602090438;0.9794469949916527;56;11;68;36;0.8398524028305668;171333;50374;22342;71670;85805;67087;131;311;0.29401224516001007;126800;134128;94043;30.66;764;181320;269231;50000;15;80;79;7.76;25.2;10894;126800;55.0;8.8;7.8;10.44;11.4;-1.0;83317;81181
11612;266;Hexagon_7;8711aa7a8ffffff;8611aa7afffffff;37.59629205110922;55.763492285741265;POLYGON ((37.576985898187786 55.758164164048274, 37.59371819057814 55.75078245921122, 37.613025721134186 55.75610784304071, 37.615606289465845 55.7688181553396, 37.59886755660652 55.77620189296571, 37.57955469613917 55.77087328466642, 37.576985898187786 55.758164164048274));1.36437;1.8465445788658288;пресненский;45286575000;6.22;42.6;43;42;76;19;29;2.268468734122088;1.9319469949916528;85;19;119;94;1.5543074137038952;298441;42442;30882;98866;160915;109267;171;404;0.1422123635827517;126800;134128;94043;30.66;764;181320;269231;50000;15;80;79;7.76;25.2;10894;126800;55.0;8.8;7.8;10.44;11.4;-1.0;83317;81181
11613;270;Hexagon_7;8711aa7acffffff;8611aa7afffffff;37.56024992522111;55.765542425554045;POLYGON ((37.54095324315104 55.76020931868788, 37.5576878300067 55.75283379331932, 37.576985898187786 55.758164164048274, 37.57955469613917 55.77087328466642, 37.562813657864176 55.77825083904139, 37.54351027332036 55.77291724295512, 37.54095324315104 55.76020931868788));1.36437;3.9953120490259098;пресненский;45286575000;6.22;42.6;40;30;34;9;24;1.58432870854664;1.2712852302857705;70;11;100;54;1.0203683315762242;130752;39767;30713;98298;112628;87123;164;383;0.30414066324033284;126800;134128;94043;30.66;764;181320;269231;50000;15;80;79;7.76;25.2;10894;126800;55.0;8.8;7.8;10.44;11.4;-1.0;83317;81181
12619;277;Hexagon_7;8711aa7b4ffffff;8611aa7b7ffffff;37.48715635061476;55.67329024247009;POLYGON ((37.4679239639586 55.66795339754555, 37.48462404520833 55.66058181814348, 37.50385782859346 55.66591593577608, 37.5063967951768 55.678624859415436, 37.48969027058691 55.68599845878233, 37.47045122303239 55.68066111371393, 37.4679239639586 55.66795339754555));1.36437;12.304911064695737;проспект вернадского;45268581000;5.96;40.0;54;27;32;11;11;1.5822692819234105;1.1596605862712366;81;7;100;61;0.8734196715826821;53840;28335;29256;93728;111704;93603;220;395;0.5262815750371471;63500;118793;12932;24.85;278;33146;236977;37500;80;62;76;11.06;26.2;13677;63500;56.38;8.5;11.2;10.72;13.8;2.7;19894;19032
13024;58;Hexagon_7;8711aa450ffffff;8611aa457ffffff;37.357675191868815;55.66129486467733;POLYGON ((37.33848593053406 55.65594148509203, 37.35518621298797 55.648590389156396, 37.374376899922865 55.65394104877093, 37.37687251544805 55.66664603405979, 37.360165756865634 55.67399913605498, 37.34096985919501 55.668645245874345, 37.33848593053406 55.65594148509203));1.36437;19.495583730792653;ново-переделкино;45268577000;7.21;38.4;5;3;2;0;2;0.44926300868028124;0.41013257389767255;8;3;18;1;0.1998652018471043;1398;3310;3281;10504;10999;9590;86;205;2.367668097281831;121500;88981;4092;46.0;146;13573;138889;26341;30;27;70;26.95;16.2;14381;121500;39.3;6.8;16.0;9.48;8.3;9.2;25516;24966
13025;60;Hexagon_7;8711aa452ffffff;8611aa457ffffff;37.371882873494386;55.64123585972897;POLYGON ((37.352698818717805 55.63588571080877, 37.369390434654754 55.62853046825102, 37.388575910396554 55.63387789756992, 37.391074981699255 55.646583798915216, 37.374376899922865 55.65394104877093, 37.35518621298797 55.648590389156396, 37.352698818717805 55.63588571080877));1.36437;20.065974905933373;ново-переделкино;45268577000;7.21;38.4;32;20;11;2;10;1.1035575525847996;0.8531227699761039;52;4;67;37;0.5442673827372778;10426;23519;19593;62709;54103;52165;125;188;2.255802800690581;121500;88981;4092;46.0;146;13573;138889;26341;30;27;70;26.95;16.2;14381;121500;39.3;6.8;16.0;9.48;8.3;9.2;25516;24966
13026;63;Hexagon_7;8711aa456ffffff;8611aa457ffffff;37.33600358350274;55.6432375210923;POLYGON ((37.31682901069134 55.63788244761587, 37.33352281660018 55.63053335519124, 37.352698818717805 55.63588571080877, 37.35518621298797 55.648590389156396, 37.33848593053406 55.65594148509203, 37.31930473066821 55.650585898342854, 37.31682901069134 55.63788244761587));1.36437;21.74231377570798;ново-переделкино;45268577000;7.21;38.4;49;24;11;4;20;1.4518461288848847;1.0683678680153195;73;3;88;50;0.6242683358555307;8978;24281;31868;101999;99986;85157;84;166;2.7044998886166183;121500;88981;4092;46.0;146;13573;138889;26341;30;27;70;26.95;16.2;14381;121500;39.3;6.8;16.0;9.48;8.3;9.2;25516;24966
